"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","Reporting_Airline","DOT_ID_Reporting_Airline","IATA_CODE_Reporting_Airline","Tail_Number","Flight_Number_Reporting_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum","X"
2018,1,1,26,5,"2018-01-26","UA",19977,"UA","N61886",203,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,550,619,29,29,1,1,"0001-0559",19,638,753,10,745,803,18,18,1,1,"0700-0759",0,0,175,164,135,1,867,4,18,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,25,4,"2018-01-25","UA",19977,"UA","N79402",1233,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,1314,1334,20,20,1,1,"1300-1359",12,1346,1641,10,1650,1651,1,1,0,0,"1600-1659",0,0,276,257,235,1,1597,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,25,4,"2018-01-25","UA",19977,"UA","N33203",599,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1635,1653,18,18,1,1,"1600-1659",16,1709,1818,8,1832,1826,-6,0,0,-1,"1800-1859",0,0,177,153,129,1,867,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,24,3,"2018-01-24","UA",19977,"UA","N568UA",2400,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,1800,1927,87,87,1,5,"1800-1859",31,1958,2310,5,2151,2315,84,84,1,5,"2100-2159",0,0,411,408,372,1,2704,11,0,0,84,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,24,3,"2018-01-24","UA",19977,"UA","N27239",717,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,12892,1289208,32575,"LAX","Los Angeles, CA","CA",6,"California",91,1752,1830,38,38,1,2,"1700-1759",16,1846,2127,6,2139,2133,-6,0,0,-1,"2100-2159",0,0,407,363,341,1,2611,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,23,2,"2018-01-23","UA",19977,"UA","N596UA",2400,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,1800,1818,18,18,1,1,"1800-1859",23,1841,2140,5,2151,2145,-6,0,0,-1,"2100-2159",0,0,411,387,359,1,2704,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,23,2,"2018-01-23","UA",19977,"UA","N68891",1946,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1155,1235,40,40,1,2,"1100-1159",59,1334,1433,5,1330,1438,68,68,1,4,"1300-1359",0,0,95,123,59,1,200,1,0,0,42,0,26,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,23,2,"2018-01-23","UA",19977,"UA","N69816",1564,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1144,1210,26,26,1,1,"1100-1159",17,1227,1333,7,1336,1340,4,4,0,0,"1300-1359",0,0,172,150,126,1,867,4,NA,NA,NA,NA,NA,1150,16,16,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,23,2,"2018-01-23","UA",19977,"UA","N69885",1425,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1530,1705,95,95,1,6,"1500-1559",41,1746,1843,8,1707,1851,104,104,1,6,"1700-1759",0,0,97,106,57,1,200,1,0,0,104,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,23,2,"2018-01-23","UA",19977,"UA","N587UA",477,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,1205,1235,30,30,1,2,"1200-1259",20,1255,1543,3,1534,1546,12,12,0,0,"1500-1559",0,0,389,371,348,1,2704,11,NA,NA,NA,NA,NA,1204,10,10,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,23,2,"2018-01-23","UA",19977,"UA","N67845",448,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,1522,1542,20,20,1,1,"1500-1559",13,1555,1755,6,1812,1801,-11,0,0,-1,"1800-1859",0,0,290,259,240,1,1754,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,22,1,"2018-01-22","UA",19977,"UA","N25705",1551,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1413,1447,34,34,1,2,"1400-1459",36,1523,1627,4,1548,1631,43,43,1,2,"1500-1559",0,0,95,104,64,1,200,1,0,0,43,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,22,1,"2018-01-22","UA",19977,"UA","N26232",1202,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1821,1844,23,23,1,1,"1800-1859",13,1857,1954,6,1958,2000,2,2,0,0,"1900-1959",0,0,97,76,57,1,200,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N780UA",2400,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,1820,1852,32,32,1,2,"1800-1859",16,1908,2150,24,2148,2214,26,26,1,1,"2100-2159",0,0,388,382,342,1,2704,11,26,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N69806",1868,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1720,1739,19,19,1,1,"1700-1759",21,1800,1853,18,1857,1911,14,14,0,0,"1800-1859",0,0,97,92,53,1,200,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N38459",1598,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1451,1540,49,49,1,3,"1400-1459",17,1557,1713,9,1643,1722,39,39,1,2,"1600-1659",0,0,172,162,136,1,867,4,0,0,39,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N68805",1564,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1305,1327,22,22,1,1,"1300-1359",14,1341,1451,5,1457,1456,-1,0,0,-1,"1400-1459",0,0,172,149,130,1,867,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N68823",1078,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,515,621,66,66,1,4,"0001-0559",16,637,728,10,634,738,64,64,1,4,"0600-0659",0,0,79,77,51,1,200,1,0,64,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N14102",788,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,810,839,29,29,1,1,"0800-0859",12,851,1145,7,1155,1152,-3,0,0,-1,"1100-1159",0,0,405,373,354,1,2704,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N63890",448,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,1504,1521,17,17,1,1,"1500-1559",16,1537,1736,6,1754,1742,-12,0,0,-1,"1700-1759",0,0,290,261,239,1,1754,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N57868",439,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1810,1946,96,96,1,6,"1800-1859",28,2014,2207,10,2004,2217,133,133,1,8,"2000-2059",0,0,174,211,173,1,867,4,0,0,126,0,7,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N568UA",433,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,605,730,85,85,1,5,"0600-0659",14,744,1034,20,946,1054,68,68,1,4,"0900-0959",0,0,401,384,350,1,2704,11,68,0,0,0,0,607,48,48,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N12114",426,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,730,753,23,23,1,1,"0700-0759",11,804,1057,16,1119,1113,-6,0,0,-1,"1100-1159",0,0,409,380,353,1,2704,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N41135",351,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,1540,1557,17,17,1,1,"1500-1559",19,1616,1909,14,1916,1923,7,7,0,0,"1900-1959",0,0,396,386,353,1,2704,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,7,7,"2018-01-07","UA",19977,"UA","N62849",339,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,720,735,15,15,1,1,"0700-0759",15,750,944,6,1010,950,-20,0,0,-2,"1000-1059",0,0,290,255,234,1,1754,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N780UA",2400,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,1820,2019,119,119,1,7,"1800-1859",16,2035,2307,7,2148,2314,86,86,1,5,"2100-2159",0,0,388,355,332,1,2704,11,86,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N69819",2047,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1949,2127,98,98,1,6,"1900-1959",18,2145,2229,16,2127,2245,78,78,1,5,"2100-2159",0,0,98,78,44,1,200,1,77,0,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N68842",1868,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1720,2203,283,283,1,12,"1700-1759",20,2223,2305,5,1857,2310,253,253,1,12,"1800-1859",0,0,97,67,42,1,200,1,130,0,0,0,123,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N53441",1564,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1305,1321,16,16,1,1,"1300-1359",17,1338,1441,4,1457,1445,-12,0,0,-1,"1400-1459",0,0,172,144,123,1,867,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N68836",1078,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,515,532,17,17,1,1,"0001-0559",14,546,631,8,639,639,0,0,0,0,"0600-0659",0,0,84,67,45,1,200,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N33289",789,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,1658,1716,18,18,1,1,"1600-1659",23,1739,2018,9,2034,2027,-7,0,0,-1,"2000-2059",0,0,276,251,219,1,1597,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N62884",760,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,1010,1034,24,24,1,1,"1000-1059",21,1055,1335,4,1340,1339,-1,0,0,-1,"1300-1359",0,0,270,245,220,1,1597,7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N76515",717,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,12892,1289208,32575,"LAX","Los Angeles, CA","CA",6,"California",91,1811,1826,15,15,1,1,"1800-1859",28,1854,2201,6,2200,2207,7,7,0,0,"2200-2259",0,0,409,401,367,1,2611,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N69839",700,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,800,824,24,24,1,1,"0800-0859",33,857,942,12,924,954,30,30,1,2,"0900-0959",0,0,84,90,45,1,200,1,24,0,6,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N57862",439,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,13930,1393006,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1810,2145,215,215,1,12,"1800-1859",15,2200,2302,4,2004,2306,182,182,1,12,"2000-2059",0,0,174,141,122,1,867,4,0,8,0,0,174,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N568UA",433,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,605,653,48,48,1,3,"0600-0659",17,710,1018,4,946,1022,36,36,1,2,"0900-0959",0,0,401,389,368,1,2704,11,36,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N29129",426,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,730,754,24,24,1,1,"0700-0759",16,810,1116,20,1119,1136,17,17,1,1,"1100-1159",0,0,409,402,366,1,2704,11,17,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N546UA",351,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,14771,1477104,32457,"SFO","San Francisco, CA","CA",6,"California",91,1540,1600,20,20,1,1,"1500-1559",18,1618,1914,6,1916,1920,4,4,0,0,"1900-1959",0,0,396,380,356,1,2704,11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,1,1,6,6,"2018-01-06","UA",19977,"UA","N64809",339,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,720,753,33,33,1,2,"0700-0759",16,809,1004,8,1010,1012,2,2,0,0,"1000-1059",0,0,290,259,235,1,1754,8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
