"AIRLINE_ID","QUARTER","MONTH","DAY","ORIGIN_AIRPORT_ID","DESTINATION_AIRPORT_ID","DEPARTURE_TIME","DELAY","IS_DELAY_15","MANUFACTURE_YEAR","ACQUISITION_DATE","IS_OPERATING","NUMBER_OF_SEATS","FULLTIME_EMPLOYEES","CARRIER_GROUP"
19393,1,3,10,10721,13232,15,18,1,2012,"4/19/2012","Y",175,56725,3
19393,1,3,12,10721,10821,5,0,0,2007,"5/24/2007","Y",143,56725,3
19393,2,5,26,10721,15016,6,0,0,2006,"8/30/2012","Y",143,56725,3
19393,2,4,23,10721,11259,15,11,0,2016,"2/12/2016","Y",175,56725,3
19393,1,2,9,10721,10423,13,11,0,2012,"4/19/2012","Y",175,56725,3
19393,2,5,23,10721,10397,11,6,0,2003,"5/2/2003","Y",143,56725,3
19393,2,5,29,10721,10821,19,0,0,2008,"12/23/2008","Y",143,56725,3
19393,2,5,6,10721,12339,6,0,0,2006,"6/21/2006","Y",143,56725,3
19393,2,4,29,10721,13232,16,0,0,2007,"11/29/2007","Y",143,56725,3
19393,2,5,20,10721,10821,11,0,0,2006,"9/27/2006","Y",143,56725,3
19393,1,2,16,10721,10821,14,68,1,2004,"3/29/2004","Y",143,56725,3
19393,2,5,2,10721,13232,7,0,0,2016,"10/27/2016","Y",175,56725,3
19393,2,4,16,10721,13232,5,0,0,2012,"4/16/2012","Y",175,56725,3
19393,1,2,13,10721,15016,18,0,0,2017,"6/1/2017","Y",175,56725,3
19393,2,5,11,10721,13232,16,71,1,2005,"8/1/2005","Y",143,56725,3
19393,2,5,26,10721,11292,16,3,0,2005,"8/1/2005","Y",143,56725,3
19393,2,4,5,10721,10821,13,0,0,1999,"2/25/1999","Y",143,56725,3
19393,2,5,4,10721,12339,9,17,1,1999,"2/25/1999","Y",143,56725,3
19393,2,4,21,10721,12191,17,47,1,2006,"8/30/2012","Y",143,56725,3
19393,2,4,22,10721,10397,18,40,1,2006,"11/22/2006","Y",143,56725,3
19393,1,3,20,10721,13342,14,0,0,2006,"8/30/2012","Y",143,56725,3
19393,1,2,16,10721,10821,6,0,0,2004,"3/29/2004","Y",143,56725,3
19393,1,1,27,10721,10821,8,0,0,2001,"2/1/2002","Y",143,56725,3
19393,2,5,30,10721,11292,14,3,0,2012,"4/30/2012","Y",175,56725,3
19393,1,2,24,10721,11292,17,0,0,2006,"11/22/2006","Y",143,56725,3
19393,2,4,23,10721,10821,8,0,0,2008,"12/23/2008","Y",143,56725,3
19393,1,3,30,10721,11066,13,0,0,2004,"3/31/2004","Y",143,56725,3
19393,2,5,29,10721,10821,11,0,0,2013,"12/16/2013","Y",175,56725,3
19393,2,4,30,10721,10423,13,44,1,2014,"12/29/2014","Y",175,56725,3
19393,2,5,13,10721,10821,7,0,0,2013,"12/16/2013","Y",175,56725,3
19393,1,3,9,10721,12191,12,0,0,2016,"8/5/2016","Y",175,56725,3
19393,2,5,20,10721,13232,16,24,1,2004,"3/29/2004","Y",143,56725,3
19393,2,5,7,10721,10821,20,2,0,2017,"6/1/2017","Y",175,56725,3
19393,2,4,4,10721,10821,11,0,0,2006,"9/27/2006","Y",143,56725,3
19393,2,5,3,10721,11066,14,0,0,2001,"4/18/2002","Y",143,56725,3
19393,1,1,27,10721,10397,5,0,0,2016,"2/12/2016","Y",175,56725,3
19393,1,2,18,10721,13232,6,0,0,2016,"10/27/2016","Y",175,56725,3
19393,2,5,25,10721,13232,7,0,0,2012,"4/16/2012","Y",175,56725,3
19393,2,5,31,10721,10693,20,1,0,2012,"5/7/2012","Y",175,56725,3
19393,1,3,3,10721,10397,13,0,0,2016,"8/16/2016","Y",175,56725,3
19393,1,3,2,10721,12339,9,5,0,2017,"12/4/2017","Y",175,56725,3
19393,2,4,20,10721,12339,17,11,0,2001,"2/1/2002","Y",143,56725,3
19393,1,1,18,10721,13342,7,0,0,2007,"6/20/2007","Y",143,56725,3
19393,1,3,18,10721,10821,5,0,0,2006,"8/30/2012","Y",143,56725,3
19393,2,5,18,10721,10693,15,7,0,2012,"10/2/2012","Y",175,56725,3
19393,2,4,11,10721,11292,14,0,0,2012,"9/27/2012","Y",175,56725,3
19393,2,5,2,10721,15016,10,0,0,2007,"11/29/2007","Y",143,56725,3
19393,1,3,30,10721,10693,5,0,0,2001,"2/1/2002","Y",143,56725,3
19393,1,3,10,10721,13232,5,0,0,2012,"4/16/2012","Y",175,56725,3
19393,2,5,18,10721,13232,7,0,0,2014,"6/19/2014","Y",175,56725,3
19393,2,4,21,10721,13204,18,38,1,2004,"5/16/2014","Y",143,56725,3
19393,2,4,30,10721,11292,8,0,0,2012,"4/16/2012","Y",175,56725,3
19393,2,5,28,10721,10821,19,18,1,2006,"9/27/2006","Y",143,56725,3
19393,2,4,20,10721,10821,8,0,0,2004,"3/31/2004","Y",143,56725,3
19393,1,2,23,10721,11066,6,0,0,2001,"2/1/2002","Y",143,56725,3
19393,2,5,30,10721,13198,19,22,1,2016,"10/27/2016","Y",175,56725,3
19393,2,5,8,10721,13232,13,8,0,2004,"6/22/2012","Y",143,56725,3
19393,1,2,5,10721,10397,11,0,0,2004,"5/16/2014","Y",143,56725,3
19393,2,4,1,10721,10423,5,0,0,2014,"12/29/2014","Y",175,56725,3
19393,1,3,25,10721,13232,8,0,0,2003,"5/2/2003","Y",143,56725,3
19393,2,5,15,10721,10821,12,0,0,2004,"3/29/2004","Y",143,56725,3
19393,2,4,8,10721,10821,20,9,0,2014,"6/19/2014","Y",175,56725,3
19393,1,3,19,10721,10821,16,0,0,2012,"4/16/2012","Y",175,56725,3
19393,1,1,23,10721,15016,18,0,0,2012,"9/27/2012","Y",175,56725,3
19393,2,4,13,10721,13342,6,0,0,2006,"4/27/2006","Y",143,56725,3
19393,1,3,27,10721,13232,5,0,0,2016,"2/12/2016","Y",175,56725,3
19393,1,3,30,10721,11292,17,0,0,2007,"11/29/2007","Y",143,56725,3
19393,2,4,30,10721,13198,19,1,0,2016,"10/27/2016","Y",175,56725,3
19393,1,3,6,10721,10821,11,0,0,2007,"5/24/2007","Y",143,56725,3
19393,1,1,9,10721,13342,7,0,0,1998,"6/8/1998","Y",143,56725,3
19393,1,3,17,10721,13232,5,0,0,2013,"12/16/2013","Y",175,56725,3
19393,1,1,7,10721,10423,5,3,0,2001,"3/2/2016","Y",143,56725,3
19393,1,1,29,10721,11292,18,26,1,2017,"6/1/2017","Y",175,56725,3
19393,2,4,23,10721,10693,20,3,0,2017,"6/15/2017","Y",175,56725,3
19393,1,2,28,10721,13342,7,0,0,2003,"6/2/2003","Y",143,56725,3
19393,1,1,10,10721,12191,12,0,0,2017,"6/1/2017","Y",175,56725,3
19393,2,5,14,10721,10821,20,23,1,2012,"4/30/2012","Y",175,56725,3
19393,1,1,31,10721,10821,6,0,0,2004,"2/23/2004","Y",143,56725,3
19393,1,1,18,10721,10821,10,0,0,2007,"1/24/2007","Y",143,56725,3
19393,1,3,21,10721,13342,14,99,1,2007,"1/24/2007","Y",143,56725,3
19393,2,4,8,10721,10821,21,31,1,2012,"4/19/2012","Y",175,56725,3
19393,1,3,17,10721,13495,15,0,0,2014,"5/20/2014","Y",175,56725,3
19393,2,5,9,10721,15016,10,0,0,2007,"6/20/2007","Y",143,56725,3
19393,1,3,22,10721,10693,12,0,0,2001,"2/1/2002","Y",143,56725,3
19393,1,2,4,10721,12191,12,5,0,2017,"12/4/2017","Y",175,56725,3
19393,1,1,3,10721,13232,16,55,1,2004,"6/22/2012","Y",143,56725,3
19393,2,5,2,10721,10397,18,7,0,2003,"5/2/2003","Y",143,56725,3
19393,1,3,26,10721,10693,17,0,0,2014,"6/19/2014","Y",175,56725,3
19393,1,1,5,10721,11259,17,117,1,2012,"4/16/2012","Y",175,56725,3
19393,1,3,30,10721,10397,10,0,0,2017,"6/15/2017","Y",175,56725,3
19393,1,1,29,10721,10397,11,0,0,2005,"2/17/2005","Y",143,56725,3
19393,2,5,14,10721,10693,15,0,0,2016,"10/27/2016","Y",175,56725,3
19393,1,1,20,10721,10821,19,0,0,1999,"8/2/1999","Y",143,56725,3
19393,2,5,22,10721,10821,22,2,0,2007,"11/29/2007","Y",143,56725,3
19393,1,3,2,10721,10821,14,47,1,2006,"9/27/2006","Y",143,56725,3
19393,2,5,1,10721,10693,5,0,0,2007,"1/24/2007","Y",143,56725,3
19393,1,1,15,10721,10821,18,89,1,2004,"3/31/2004","Y",143,56725,3
19393,2,5,18,10721,10821,6,0,0,2016,"8/16/2016","Y",175,56725,3
19393,1,3,5,10721,10423,13,0,0,2014,"12/29/2014","Y",175,56725,3
19393,1,3,6,10721,11066,6,0,0,2004,"7/15/2014","Y",143,56725,3
19393,1,3,17,10721,10397,13,33,1,1999,"11/19/1999","Y",143,56725,3
19393,2,4,12,10721,10821,19,48,1,2004,"5/16/2014","Y",143,56725,3
19393,2,5,17,10721,11292,14,4,0,2014,"6/19/2014","Y",175,56725,3
19393,2,4,23,10721,13232,13,0,0,2003,"6/2/2003","Y",143,56725,3
19393,1,2,21,10721,10397,5,0,0,2001,"1/2/2002","Y",143,56725,3
19393,2,4,14,10721,10821,7,0,0,2002,"5/10/2002","Y",143,56725,3
19393,2,5,17,10721,11292,8,0,0,2012,"5/7/2012","Y",175,56725,3
19393,2,4,2,10721,13232,5,0,0,2016,"2/12/2016","Y",175,56725,3
19393,1,1,14,10721,10821,17,0,0,2001,"4/18/2002","Y",143,56725,3
19393,2,4,11,10721,10821,5,1,0,2006,"3/13/2006","Y",143,56725,3
19393,2,4,18,10721,13204,14,6,0,2007,"11/29/2007","Y",143,56725,3
19393,1,1,10,10721,10821,6,0,0,2009,"6/1/2009","Y",143,56725,3
19393,1,1,11,10721,10693,7,0,0,2009,"6/1/2009","Y",143,56725,3
19393,1,1,2,10721,10821,5,3,0,2006,"3/28/2006","Y",143,56725,3
19393,2,4,2,10721,13232,14,0,0,2007,"6/20/2007","Y",143,56725,3
19393,1,2,4,10721,13232,16,18,1,2007,"6/20/2007","Y",143,56725,3
19393,1,3,9,10721,10821,8,0,0,2014,"12/29/2014","Y",175,56725,3
19393,2,5,7,10721,12339,9,0,0,2011,"5/26/2011","Y",143,56725,3
19393,1,3,4,10721,13232,9,0,0,2016,"8/25/2016","Y",175,56725,3
19393,2,5,23,10721,10821,17,34,1,2006,"2/14/2006","Y",143,56725,3
19393,1,3,15,10721,10821,8,0,0,2016,"10/27/2016","Y",175,56725,3
19393,1,2,12,10721,10693,15,0,0,2006,"2/14/2006","Y",143,56725,3
19393,1,3,9,10721,10821,7,0,0,2006,"6/5/2006","Y",143,56725,3
19393,1,1,25,10721,10821,8,0,0,2000,"11/14/2000","Y",143,56725,3
19393,1,1,2,10721,15016,10,0,0,2017,"12/4/2017","Y",175,56725,3
19393,1,1,25,10721,10821,18,0,0,2007,"5/24/2007","Y",143,56725,3
19393,1,2,4,10721,11292,7,0,0,2007,"4/7/2016","Y",143,56725,3
19393,2,4,8,10721,10821,7,0,0,2014,"12/29/2014","Y",175,56725,3
19393,2,4,23,10721,10397,11,0,0,2005,"2/17/2005","Y",143,56725,3
19393,1,2,17,10721,10821,19,38,1,2004,"6/22/2012","Y",143,56725,3
19393,2,4,24,10721,13342,16,0,0,2004,"5/16/2014","Y",143,56725,3
19393,2,4,3,10721,10397,6,0,0,2012,"4/30/2012","Y",175,56725,3
19393,2,5,8,10721,10397,11,20,1,2004,"5/16/2014","Y",143,56725,3
19393,1,1,10,10721,11292,18,23,1,2017,"9/8/2017","Y",175,56725,3
19393,2,5,23,10721,12339,9,0,0,2003,"11/5/2003","Y",143,56725,3
19393,1,3,6,10721,12339,9,0,0,2012,"5/7/2012","Y",175,56725,3
19393,1,2,24,10721,10821,19,69,1,2001,"4/18/2002","Y",143,56725,3
19393,2,4,16,10721,15016,7,0,0,2012,"4/19/2012","Y",175,56725,3
19393,1,1,2,10721,13342,20,0,0,2016,"10/27/2016","Y",175,56725,3
19393,2,4,6,10721,11066,13,0,0,2004,"7/22/2004","Y",143,56725,3
19393,1,1,17,10721,11292,9,0,0,2007,"6/20/2007","Y",143,56725,3
19393,2,4,2,10721,10821,5,0,0,2004,"3/31/2004","Y",143,56725,3
19393,2,5,4,10721,10693,5,0,0,2005,"12/19/2005","Y",143,56725,3
19393,2,4,22,10721,11292,18,0,0,2005,"3/31/2005","Y",143,56725,3
19393,2,5,31,10721,13232,7,0,0,2016,"8/25/2016","Y",175,56725,3
19393,2,4,25,10721,13198,19,103,1,2017,"12/4/2017","Y",175,56725,3
19393,1,3,29,10721,10693,17,0,0,2017,"12/4/2017","Y",175,56725,3
19393,2,4,25,10721,11292,8,0,0,2016,"8/25/2016","Y",175,56725,3
19393,2,5,9,10721,10693,15,254,1,2017,"6/1/2017","Y",175,56725,3
19393,2,5,29,10721,10423,13,0,0,2012,"10/2/2012","Y",175,56725,3
19393,1,2,18,10721,13232,16,0,0,2016,"8/5/2016","Y",175,56725,3
19393,2,5,23,10721,13342,6,0,0,2000,"11/14/2000","Y",143,56725,3
19393,2,5,30,10721,13198,6,0,0,2002,"5/10/2002","Y",143,56725,3
19393,1,1,9,10721,10821,18,0,0,2009,"6/1/2009","Y",143,56725,3
19393,2,5,11,10721,10821,12,6,0,2004,"5/16/2014","Y",143,56725,3
19393,1,1,25,10721,12339,9,0,0,2017,"11/16/2017","Y",175,56725,3
19393,1,3,15,10721,10693,5,0,0,2004,"1/7/2005","Y",143,56725,3
19393,2,5,11,10721,10397,18,5,0,2003,"11/5/2003","Y",143,56725,3
19393,1,3,8,10721,10821,13,114,1,2007,"1/24/2007","Y",143,56725,3
19393,2,5,27,10721,12191,6,0,0,2016,"11/9/2016","Y",175,56725,3
19393,2,4,23,10721,15016,7,0,0,2014,"12/12/2014","Y",175,56725,3
19393,2,5,3,10721,12191,12,0,0,2016,"8/25/2016","Y",175,56725,3
19393,1,3,4,10721,11292,7,2,0,2002,"5/10/2002","Y",143,56725,3
19393,2,5,29,10721,11292,19,8,0,2012,"5/7/2012","Y",175,56725,3
19393,1,2,4,10721,12339,13,0,0,2008,"12/23/2008","Y",143,56725,3
19393,1,1,27,10721,10397,13,0,0,2013,"11/5/2013","Y",175,56725,3
19393,2,5,30,10721,12339,17,13,0,2001,"1/2/2002","Y",143,56725,3
19393,1,1,6,10721,13204,7,0,0,2012,"4/19/2012","Y",175,56725,3
19393,2,4,28,10721,13495,15,0,0,1999,"12/21/1999","Y",143,56725,3
19393,1,2,6,10721,12191,12,9,0,2012,"3/27/2012","Y",175,56725,3
19393,2,5,25,10721,15016,10,3,0,2004,"10/6/2004","Y",143,56725,3
19393,2,5,14,10721,11066,7,0,0,2004,"10/6/2004","Y",143,56725,3
19393,1,2,15,10721,10821,8,0,0,2004,"10/6/2004","Y",143,56725,3
19393,1,1,31,10721,10821,14,0,0,2004,"2/23/2004","Y",143,56725,3
19393,1,1,27,10721,10821,19,0,0,2000,"3/7/2014","Y",143,56725,3
19393,1,2,15,10721,10821,6,0,0,2010,"3/4/2010","Y",143,56725,3
19393,2,5,13,10721,13232,14,1,0,2012,"5/7/2012","Y",175,56725,3
19393,1,3,6,10721,10397,17,0,0,2016,"8/25/2016","Y",175,56725,3
19393,1,3,8,10721,10821,22,0,0,2003,"6/2/2003","Y",143,56725,3
19393,1,1,25,10721,10821,19,0,0,2001,"4/14/2016","Y",143,56725,3
19393,2,4,14,10721,10821,8,0,0,2004,"7/22/2004","Y",143,56725,3
19393,1,1,23,10721,10693,7,0,0,2004,"3/31/2004","Y",143,56725,3
19393,1,2,27,10721,10397,5,0,0,2003,"11/5/2003","Y",143,56725,3
19393,2,5,3,10721,15016,7,0,0,2014,"12/12/2014","Y",175,56725,3
19393,1,2,26,10721,10821,14,0,0,2000,"3/7/2014","Y",143,56725,3
19393,1,1,13,10721,11292,8,0,0,2012,"11/1/2012","Y",175,56725,3
19393,1,3,14,10721,10821,20,30,1,2012,"11/1/2012","Y",175,56725,3
19393,1,1,26,10721,12191,12,0,0,2017,"3/1/2017","Y",175,56725,3
19393,1,1,8,10721,10821,10,0,0,2003,"6/30/2003","Y",143,56725,3
19393,1,2,15,10721,10821,14,4,0,2010,"3/4/2010","Y",143,56725,3
19393,2,4,13,10721,13232,5,0,0,2012,"11/1/2012","Y",175,56725,3
19393,1,2,14,10721,10397,11,0,0,2005,"2/17/2005","Y",143,56725,3
19393,1,2,22,10721,10693,7,0,0,2005,"2/17/2005","Y",143,56725,3
19393,2,4,24,10721,10821,5,0,0,2004,"1/7/2005","Y",143,56725,3
19393,2,4,22,10721,10821,17,6,0,2005,"2/17/2005","Y",143,56725,3
19393,1,1,10,10721,10821,14,0,0,2009,"6/1/2009","Y",143,56725,3
19393,1,3,30,10721,10821,11,0,0,2004,"7/15/2014","Y",143,56725,3
19393,1,2,25,10721,10423,8,0,0,2005,"3/31/2005","Y",143,56725,3
19393,2,4,29,10721,10821,17,17,1,2007,"10/1/2007","Y",143,56725,3
19393,1,2,5,10721,10821,5,0,0,2005,"2/5/2015","Y",143,56725,3
19393,2,5,16,10721,10821,11,0,0,2012,"4/30/2012","Y",175,56725,3
19393,1,1,27,10721,15016,10,0,0,2016,"11/9/2016","Y",175,56725,3
19393,1,1,31,10721,10397,11,0,0,2003,"5/2/2003","Y",143,56725,3
19393,1,1,1,10721,13232,19,267,1,2016,"2/12/2016","Y",175,56725,3
19393,2,4,17,10721,10423,13,4,0,2012,"5/7/2012","Y",175,56725,3
19393,2,4,14,10721,15016,6,0,0,2004,"7/27/2004","Y",143,56725,3
19393,2,4,16,10721,10693,20,208,1,2012,"5/7/2012","Y",175,56725,3
19393,2,4,16,10721,10397,11,3,0,2008,"12/23/2008","Y",143,56725,3
19393,1,3,21,10721,10397,6,1,0,2012,"4/30/2012","Y",175,56725,3
19393,2,4,11,10721,11066,14,0,0,2008,"8/20/2014","Y",143,56725,3
19393,2,5,17,10721,10693,15,4,0,2012,"11/5/2012","Y",175,56725,3
19393,2,5,21,10721,13198,6,0,0,2004,"7/15/2014","Y",143,56725,3
19393,2,4,20,10721,11292,14,0,0,2012,"3/27/2012","Y",175,56725,3
19393,2,5,18,10721,15016,7,1,0,2017,"12/4/2017","Y",175,56725,3
19393,1,2,11,10721,15016,18,18,1,2011,"5/26/2011","Y",143,56725,3
19393,1,2,6,10721,10821,10,40,1,2003,"6/2/2003","Y",143,56725,3
19393,2,4,24,10721,13232,13,76,1,2003,"6/2/2003","Y",143,56725,3
19393,1,3,14,10721,13342,14,11,0,1998,"12/29/1998","Y",143,56725,3
19393,2,4,30,10721,10821,8,0,0,2004,"7/22/2004","Y",143,56725,3
19393,2,5,20,10721,10821,20,1,0,2013,"12/16/2013","Y",175,56725,3
19393,1,1,18,10721,11292,9,1,0,2004,"4/12/2004","Y",143,56725,3
19393,1,3,18,10721,10397,10,0,0,2006,"8/30/2012","Y",143,56725,3
19393,2,4,13,10721,15016,18,0,0,2001,"1/2/2002","Y",143,56725,3
19393,1,2,22,10721,10821,8,0,0,2004,"3/31/2004","Y",143,56725,3
19393,2,5,27,10721,10821,17,148,1,2012,"4/23/2012","Y",175,56725,3
19393,2,5,6,10721,11259,15,16,1,2015,"2/10/2015","Y",175,56725,3
19393,2,5,13,10721,12191,12,37,1,2007,"10/1/2007","Y",143,56725,3
19393,2,4,30,10721,10397,11,7,0,2007,"10/1/2007","Y",143,56725,3
19393,2,4,1,10721,10397,18,0,0,2012,"11/1/2012","Y",175,56725,3
19393,1,1,31,10721,11066,6,0,0,2003,"7/14/2003","Y",143,56725,3
19393,2,4,30,10721,13342,6,0,0,1999,"6/18/1999","Y",143,56725,3
19393,2,5,11,10721,11292,19,12,0,2016,"11/1/2016","Y",175,56725,3
19393,1,1,12,10721,11292,18,115,1,2012,"11/5/2012","Y",175,56725,3
19393,1,2,2,10721,11066,6,0,0,2004,"1/7/2005","Y",143,56725,3
19393,1,1,6,10721,10821,14,7,0,2003,"5/2/2003","Y",143,56725,3
19393,2,4,6,10721,10693,17,19,1,2012,"6/14/2012","Y",175,56725,3
19393,1,1,9,10721,13232,5,0,0,2017,"6/20/2017","Y",175,56725,3
19393,1,1,17,10721,15016,7,0,0,2014,"12/12/2014","Y",175,56725,3
19393,2,5,3,10721,10821,17,40,1,2006,"11/1/2006","Y",143,56725,3
19393,2,4,17,10721,13232,16,1,0,2007,"10/1/2007","Y",143,56725,3
19393,2,4,7,10721,10821,16,0,0,2017,"9/15/2017","Y",175,56725,3
19393,2,4,21,10721,11066,7,0,0,1997,"12/31/1997","Y",143,56725,3
19393,1,3,26,10721,13232,8,5,0,2012,"6/21/2012","Y",175,56725,3
19393,2,5,16,10721,10693,5,0,0,2006,"4/27/2006","Y",143,56725,3
19393,2,4,21,10721,10693,11,0,0,2000,"11/14/2000","Y",143,56725,3
19393,2,5,6,10721,10821,20,0,0,2013,"11/5/2013","Y",175,56725,3
19393,1,1,31,10721,10821,18,0,0,2005,"8/1/2005","Y",143,56725,3
19393,1,2,7,10721,12339,9,0,0,2017,"6/1/2017","Y",175,56725,3
19393,2,5,31,10721,10821,8,0,0,2008,"12/23/2008","Y",143,56725,3
19393,1,2,27,10721,13198,15,0,0,2007,"11/29/2007","Y",143,56725,3
19393,1,3,18,10721,15016,19,3,0,2006,"3/28/2006","Y",143,56725,3
19393,1,1,17,10721,10397,17,201,1,2016,"10/7/2016","Y",175,56725,3
19393,2,5,24,10721,13342,16,0,0,1998,"6/8/1998","Y",143,56725,3
19393,1,2,6,10721,10821,8,0,0,2005,"3/31/2005","Y",143,56725,3
19393,1,1,18,10721,11259,5,0,0,2011,"5/26/2011","Y",143,56725,3
19393,2,4,21,10721,13232,7,0,0,2012,"3/27/2012","Y",175,56725,3
19393,1,3,2,10721,13232,5,9,0,2014,"6/5/2014","Y",175,56725,3
19393,2,5,23,10721,11066,14,11,0,2004,"2/23/2004","Y",143,56725,3
19393,1,2,3,10721,10693,6,5,0,2001,"3/8/2016","Y",143,56725,3
19393,1,2,28,10721,10397,5,0,0,2001,"4/2/2013","Y",143,56725,3
19393,2,4,13,10721,10693,15,3,0,2016,"10/27/2016","Y",175,56725,3
19393,1,3,1,10721,12339,9,1,0,2012,"10/2/2012","Y",175,56725,3
19393,1,1,30,10721,11292,18,7,0,2012,"4/23/2012","Y",175,56725,3
19393,1,2,26,10721,15016,7,4,0,2012,"11/1/2012","Y",175,56725,3
19393,2,5,28,10721,12339,9,0,0,2004,"1/7/2005","Y",143,56725,3
19393,2,5,25,10721,12339,17,0,0,1999,"6/18/1999","Y",143,56725,3
19393,1,2,20,10721,10397,17,0,0,2012,"4/16/2012","Y",175,56725,3
19393,1,3,1,10721,15016,18,5,0,2017,"6/20/2017","Y",175,56725,3
19393,1,2,22,10721,13342,7,0,0,2004,"1/7/2005","Y",143,56725,3
19393,2,5,29,10721,10397,18,12,0,2003,"6/30/2003","Y",143,56725,3
19393,1,2,5,10721,10821,6,0,0,2004,"10/13/2004","Y",143,56725,3
19393,2,5,23,10721,10821,20,33,1,2017,"6/20/2017","Y",175,56725,3
19393,1,3,29,10721,13198,11,0,0,2004,"1/7/2005","Y",143,56725,3
19393,2,4,20,10721,10397,6,0,0,2008,"8/20/2014","Y",143,56725,3
19393,1,3,29,10721,10821,16,18,1,2017,"6/20/2017","Y",175,56725,3
19393,1,1,25,10721,10821,5,0,0,2006,"11/1/2006","Y",143,56725,3
19393,1,1,21,10721,13232,9,1,0,2014,"12/12/2014","Y",175,56725,3
19393,1,3,16,10721,10821,13,5,0,2007,"10/1/2007","Y",143,56725,3
19393,1,3,26,10721,10821,8,0,0,2015,"2/10/2015","Y",175,56725,3
19393,1,1,29,10721,11066,6,0,0,2010,"12/23/2010","Y",143,56725,3
19393,2,4,16,10721,10821,11,0,0,2012,"6/11/2012","Y",175,56725,3
19393,1,2,23,10721,15016,18,0,0,2015,"2/10/2015","Y",175,56725,3
19393,2,4,20,10721,10693,9,0,0,1997,"12/31/1997","Y",143,56725,3
19393,1,1,30,10721,11259,5,3,0,2000,"3/7/2014","Y",143,56725,3
19393,1,3,7,10721,10821,10,0,0,2003,"11/5/2003","Y",143,56725,3
19393,1,2,2,10721,10397,5,0,0,2002,"5/10/2002","Y",143,56725,3
19393,2,5,24,10721,10821,8,5,0,2008,"3/17/2008","Y",143,56725,3
19393,2,4,3,10721,10423,6,0,0,1998,"7/30/1998","Y",143,56725,3
19393,2,4,12,10721,10397,18,2,0,2001,"1/2/2002","Y",143,56725,3
19393,1,3,19,10721,10397,6,0,0,2014,"12/29/2014","Y",175,56725,3
19393,2,5,14,10721,11292,19,2,0,2016,"8/16/2016","Y",175,56725,3
19393,1,3,18,10721,11292,18,0,0,2016,"8/16/2016","Y",175,56725,3
19393,1,3,12,10721,10821,16,0,0,2017,"6/1/2017","Y",175,56725,3
19393,2,4,13,10721,11259,15,0,0,2012,"3/27/2012","Y",175,56725,3
19393,1,1,16,10721,13232,16,0,0,2001,"3/2/2016","Y",143,56725,3
19393,1,1,24,10721,12339,9,2,0,2017,"9/25/2017","Y",175,56725,3
19393,2,5,10,10721,12339,17,14,0,2008,"3/3/2008","Y",143,56725,3
19393,1,2,17,10721,13204,7,0,0,2005,"3/31/2005","Y",143,56725,3
19393,1,2,13,10721,10821,14,0,0,2005,"5/16/2005","Y",143,56725,3
19393,2,4,15,10721,10821,14,0,0,1999,"6/5/2015","Y",143,56725,3
19393,1,3,9,10721,15016,7,0,0,2016,"8/25/2016","Y",175,56725,3
19393,2,4,13,10721,10821,17,4,0,2004,"4/12/2004","Y",143,56725,3
19393,2,5,29,10721,10821,17,8,0,2004,"1/7/2005","Y",143,56725,3
19393,2,5,1,10721,11292,8,10,0,2015,"2/10/2015","Y",175,56725,3
19393,2,5,22,10721,10821,20,168,1,2012,"4/16/2012","Y",175,56725,3
19393,1,1,31,10721,13232,5,0,0,2016,"10/27/2016","Y",175,56725,3
19393,2,4,19,10721,11259,15,162,1,2012,"11/1/2012","Y",175,56725,3
19393,1,1,26,10721,10821,16,0,0,2003,"6/30/2003","Y",143,56725,3
19393,2,5,31,10721,15016,18,15,1,1999,"6/18/1999","Y",143,56725,3
19393,2,4,27,10721,10821,10,15,1,2003,"12/3/2003","Y",143,56725,3
19393,1,2,26,10721,10821,18,0,0,1999,"6/18/1999","Y",143,56725,3
19393,1,3,23,10721,11066,13,6,0,2003,"12/3/2003","Y",143,56725,3
19393,2,5,2,10721,10821,20,9,0,2016,"9/12/2016","Y",175,56725,3
19393,2,5,19,10721,11292,9,0,0,2016,"11/1/2016","Y",175,56725,3
19393,1,2,20,10721,15016,18,12,0,2017,"6/20/2017","Y",175,56725,3
19393,2,5,31,10721,10821,6,0,0,2012,"4/30/2012","Y",175,56725,3
19393,2,4,22,10721,13342,21,2,0,2012,"4/30/2012","Y",175,56725,3
19393,1,3,17,10721,15016,5,0,0,2006,"11/1/2006","Y",143,56725,3
19393,1,1,23,10721,10821,19,6,0,2006,"9/6/2006","Y",143,56725,3
19393,2,4,14,10721,10821,16,0,0,2000,"7/31/2000","Y",143,56725,3
19393,2,4,11,10721,13232,13,0,0,1999,"11/12/1999","Y",143,56725,3
19393,2,4,30,10721,11292,14,0,0,2017,"6/1/2017","Y",175,56725,3
19393,2,5,18,10721,10423,13,9,0,2012,"6/21/2012","Y",175,56725,3
19393,1,3,11,10721,13232,5,0,0,2012,"6/21/2012","Y",175,56725,3
19393,1,3,6,10721,11259,5,0,0,2005,"12/19/2005","Y",143,56725,3
19393,1,3,24,10721,10821,18,0,0,2005,"12/19/2005","Y",143,56725,3
19393,1,3,28,10721,10821,11,0,0,2005,"8/1/2005","Y",143,56725,3
19393,2,5,3,10721,13232,13,18,1,2005,"12/13/2005","Y",143,56725,3
19393,1,2,21,10721,10821,19,55,1,2001,"4/18/2002","Y",143,56725,3
