MANUFACTURE_YEAR,ACQUISITION_DATE,TAIL_NUM,AIRLINE_ID,IS_OPERATING,NUMBER_OF_SEATS
1944,7/31/1998,N54514,20408,Y,0
1945,6/1/2012,N1651M,20408,N,0
1953,6/23/2010,N100CE,20408,Y,0
1953,12/1/2015,N451CE,20408,Y,0
1953,1/14/2005,N141FL,20166,Y,0
1953,4/1/2002,N151FL,20166,Y,0
1953,3/31/2005,N381FL,20166,Y,0
1954,3/30/2010,N6174C,20408,Y,0
1954,9/1/2010,N400UA,20408,N,0
1955,8/30/2012,N747CE,20408,Y,2
1955,1/1/1999,N9148F,20408,N,0
1955,5/1/2003,N131FL,20166,Y,0
1955,1/17/2013,N351FL,20166,Y,0
1955,4/12/2005,N391FL,20166,Y,0
1956,2/6/2005,N171FL,20166,Y,0
1956,2/6/2005,N181FL,20166,Y,0
1956,1/3/2005,N191FL,20166,Y,0
1956,2/16/2007,N361FL,20166,Y,0
1956,1/3/2005,N371FL,20166,Y,0
1957,8/31/2000,N551CE,20408,N,0
1957,12/29/1995,N555SQ,20408,N,0
1957,7/1/2013,N751CE,20408,N,0
1958,9/30/1997,N151,20408,Y,0
1958,9/12/2003,N9056R,20408,Y,0
1958,7/1/2013,N851CE,20408,N,0
1958,12/1/2007,N991FL,20166,Y,0
1966,8/16/2002,N783TW,20201,Y,0
1967,6/30/2009,N904CE,20408,N,0
1967,8/16/2002,N784TW,20201,Y,0
1967,8/16/2002,N785TW,20201,Y,0
1967,1/12/2015,N782TW,20201,Y,0
1967,12/1/2009,N915CK,20372,Y,0
1967,5/9/2014,N917CK,20372,Y,0
1967,4/1/1998,N192US,20447,Y,0
1967,10/1/1994,N195US,20447,Y,0
1967,12/1/1994,N196US,20447,Y,0
1968,10/17/2012,N916CK,20372,Y,0
1968,7/1/1993,N811AA,20447,Y,0
1968,6/1/2000,N208US,20447,Y,0
1969,6/30/2009,N930CE,20408,Y,0
1969,8/31/2010,N935CE,20408,Y,0
1969,3/1/1993,N822AA,20447,Y,0
1969,6/1/2000,N327US,20447,Y,0
1970,6/30/2009,N932CE,20408,Y,0
1971,11/6/1997,N365FE*,20107,Y,0
1971,8/21/1997,N368FE*,20107,Y,0
1971,12/1/2009,N724CK,20372,Y,0
1972,8/21/1997,N375FE*,20107,Y,0
1972,3/1/1999,N381FE*,20107,Y,0
1972,12/13/1989,N550FE*,20107,Y,0
1972,12/1/2017,ZS-RSC,20169,Y,0
1973,3/1/1999,N383FE*,20107,Y,0
1973,12/13/1989,N559FE*,20107,Y,0
1973,2/29/1984,N303FE*,20107,Y,0
1974,8/21/1997,N389FE*,20107,Y,0
1974,8/21/1997,N390FE*,20107,Y,0
1974,12/13/1989,N560FE*,20107,Y,0
1974,4/14/1983,N68053*,20107,Y,0
1974,12/1/2017,N902SJ,20169,Y,0
1974,12/1/2017,ZS-RSF,20169,Y,0
1974,3/1/1995,N827AA,20447,Y,0
1975,1/10/2015,N810TA,21577,Y,0
1975,11/8/1999,N394FE*,20107,Y,0
1975,1/21/1999,N396FE*,20107,Y,0
1975,6/30/1992,N357FE*,20107,Y,0
1975,6/28/2017,N311FE*,20107,Y,0
1975,6/1/1997,N401LC,20169,Y,0
1975,,N403LC,20169,Y,0
1975,12/21/2015,N408LC,20169,Y,0
1976,5/16/1997,N148RF,20408,Y,5
1976,6/16/1997,N402LC,20169,Y,0
1976,1/15/2005,N406LC,20169,Y,0
1976,12/1/2017,N409LC,20169,N,0
1976,12/1/2017,N410LC,20169,Y,0
1976,1/1/2000,N205US,20447,Y,0
1977,12/13/1989,N562FE*,20107,Y,0
1977,12/1/2009,N720CK,20372,Y,0
1977,4/13/1999,N404LC,20169,N,0
1978,5/4/1985,N304FE*,20107,Y,0
1978,2/10/2015,N281FL,20166,Y,0
1978,12/1/2017,ZS-OPS,20169,Y,0
1979,10/2/2001,N358FE*,20107,Y,0
1979,12/13/1989,N566FE*,20107,Y,0
1979,10/15/1994,N10060*,20107,Y,0
1979,7/11/1994,N318FE*,20107,Y,0
1980,10/2/2001,N359FE*,20107,Y,0
1980,6/23/1992,N360FE*,20107,Y,0
1980,12/13/1989,N571FE*,20107,Y,0
1980,2/20/1992,N320FE*,20107,Y,0
1980,6/30/1992,N321FE*,20107,Y,0
1980,9/30/1994,N319FE*,20107,Y,0
1980,12/21/2009,N725CK,20372,Y,0
1980,12/1/2010,N726CK,20372,Y,0
1981,6/23/1992,N363FE*,20107,Y,0
1981,1/9/2004,N705AA,20177,Y,0
1981,1/7/2015,N727US,20447,Y,0
1981,8/13/2018,N726US,20447,Y,0
1982,4/22/2017,N739AX,19874,Y,0
1982,5/1/2013,N729CK,20372,Y,0
1982,7/1/2010,N743AX,20151,Y,0
1982,4/13/1984,N2340U,19998,N,6
1983,12/1/2012,N306AL,21577,Y,0
1983,7/28/2011,N818EC,21652,Y,16
1983,2/15/2009,N762CX,19874,Y,0
1983,8/2/2010,N763CX,19874,Y,0
1983,5/13/2016,N714AX,19874,Y,0
1983,1/10/2006,N740AX,20453,Y,0
1983,2/21/2006,N744AX,20453,Y,0
1983,11/8/2006,N747AX,20453,Y,0
1983,8/11/1997,N767AX,20453,Y,0
1983,11/1/1997,N768AX,20453,Y,0
1983,3/24/1998,N769AX,20453,Y,0
1983,8/12/1998,N774AX,20453,Y,0
1983,11/27/1998,N775AX,20453,Y,0
1983,2/24/2009,N935FD*,20107,Y,0
1984,3/31/2018,N605KW,21492,Y,236
1984,2/24/2009,N605DL,19874,Y,0
1984,8/12/2016,N255CM,19874,Y,0
1984,3/12/1999,N783AX,20453,Y,0
1984,6/5/2012,N215WE,20166,Y,0
1984,2/6/2012,N216WE,20166,Y,0
1984,6/5/2006,N320DL,20108,Y,0
1984,6/5/2006,N321DL,20108,Y,0
1984,6/5/2006,N322DL,20108,Y,0
1985,3/31/2018,N602KW,21492,Y,218
1985,3/31/2018,N603KW,21492,Y,218
1985,7/1/2013,N737CS,21577,Y,0
1985,5/1/2008,N761CX,19874,Y,0
1985,4/8/2013,N791AX,19874,Y,0
1985,5/17/2010,N315AA,20453,Y,0
1985,9/25/2002,N795AX,20453,Y,0
1985,3/25/2003,N797AX,20453,Y,0
1985,7/10/1985,N817FD*,20107,Y,0
1985,2/1/1985,N801FD*,20107,Y,0
1985,11/15/2000,N803FD*,20107,Y,0
1985,1/24/1986,N306FE*,20107,Y,0
1985,9/15/2010,N926FD*,20107,Y,0
1985,12/1/2008,N936FD*,20107,Y,0
1985,1/13/2011,N843KH,21634,Y,0
1985,7/7/2012,N361NC,21634,Y,0
1985,8/9/1999,N405LC,20169,Y,0
1985,9/17/2016,N708S,19998,Y,100
1986,12/16/2015,N811TJ,21161,Y,0
1986,7/1/2008,N620DL,19874,Y,0
1986,6/10/2013,N557CM,19874,Y,0
1986,4/1/2014,N465TW,20201,Y,60
1986,12/1/2014,N467TW,20201,y,60
1986,10/31/1986,N902FE,20107,Y,0
1986,11/18/1986,N903FE,20107,Y,0
1986,11/25/1986,N904FE,20107,Y,0
1986,12/3/1986,N905FE,20107,Y,0
1986,12/9/1986,N906FE,20107,Y,0
1986,12/19/1986,N907FE,20107,Y,0
1986,12/19/1986,N908FE,20107,Y,0
1986,12/23/1986,N909FE,20107,Y,0
1986,12/23/1986,N910FE,20107,Y,0
1986,1/23/1987,N912FE,20107,Y,0
1986,3/7/1986,N307FE*,20107,Y,0
1986,5/28/1986,N308FE*,20107,Y,0
1986,9/17/2009,N942FD*,20107,Y,0
1986,1/7/2011,N990FD,20107,Y,0
1986,11/19/2010,N991FD*,20107,Y,0
1986,1/4/2011,N992FD,20107,Y,0
1986,9/3/2006,N594HA,19690,Y,264
1987,3/30/2007,N955MB,21352,Y,14
1987,6/1/2014,N809TA,21577,Y,0
1987,10/25/2016,N999YV,21754,Y,7
1987,6/15/2014,N73444,20408,Y,0
1987,10/1/1987,N401UP,19917,Y,0
1987,9/1/1987,N402UP,19917,Y,0
1987,9/1/1987,N403UP,19917,Y,0
1987,10/1/1987,N404UP,19917,Y,0
1987,10/1/1987,N405UP,19917,Y,0
1987,7/14/2005,N798AX,20453,Y,0
1987,3/28/1987,N904DL,19790,Y,149
1987,4/1/1987,N905DL,19790,Y,149
1987,4/24/1987,N906DL,19790,Y,149
1987,5/21/1987,N907DL,19790,Y,149
1987,5/24/1987,N908DL,19790,Y,149
1987,12/19/1987,N910DL,19790,Y,149
1987,12/30/1987,N911DL,19790,Y,149
1987,12/31/1987,N912DL,19790,Y,149
1987,5/23/1995,N717FD*,20107,Y,0
1987,9/22/1987,N808FD*,20107,Y,0
1987,9/22/1987,N809FD*,20107,Y,0
1987,9/22/1987,N810FD*,20107,Y,0
1987,10/2/2003,N911FX,20107,Y,0
1987,10/2/2003,N912FX,20107,Y,0
1987,9/24/1987,N797FE,20107,Y,0
1987,9/9/1987,N804FE,20107,Y,0
1987,9/22/1987,N807FE,20107,Y,0
1987,3/5/1987,N895FE,20107,Y,0
1987,11/12/1987,N900FE,20107,Y,0
1987,1/15/1987,N911FE,20107,Y,0
1987,2/20/1987,N914FE,20107,Y,0
1987,3/5/1987,N916FE,20107,Y,0
1987,3/18/1987,N917FE,20107,Y,0
1987,3/25/1987,N918FE,20107,Y,0
1987,3/31/1987,N919FE,20107,Y,0
1987,4/13/1987,N920FE,20107,Y,0
1987,4/20/1987,N921FE,20107,Y,0
1987,4/29/1987,N922FE,20107,Y,0
1987,5/6/1987,N923FE,20107,Y,0
1987,5/18/1987,N925FE,20107,Y,0
1987,5/21/1987,N926FE,20107,Y,0
1987,5/27/1987,N927FE,20107,Y,0
1987,6/15/1987,N928FE,20107,Y,0
1987,6/17/1987,N929FE,20107,Y,0
1987,6/19/1987,N930FE,20107,Y,0
1987,6/25/1987,N931FE,20107,Y,0
1987,7/15/1987,N933FE,20107,Y,0
1987,7/30/1987,N934FE,20107,Y,0
1987,7/30/1987,N935FE,20107,Y,0
1987,8/12/1987,N936FE,20107,Y,0
1987,8/12/1987,N937FE,20107,Y,0
1987,8/19/1987,N938FE,20107,Y,0
1987,9/9/1987,N940FE,20107,Y,0
1987,9/24/1987,N943FE,20107,Y,0
1987,10/22/1987,N946FE,20107,Y,0
1987,10/22/1987,N947FE,20107,Y,0
1987,11/24/1987,N950FE,20107,Y,0
1987,12/9/1987,N952FE,20107,Y,0
1987,12/9/1987,N953FE,20107,Y,0
1987,12/22/1987,N954FE,20107,Y,0
1987,12/22/1987,N955FE,20107,Y,0
1987,1/20/1988,N956FE,20107,Y,0
1987,5/29/2009,N937FD*,20107,Y,0
1987,6/30/2009,N941FD*,20107,Y,0
1987,5/19/2010,N943FD*,20107,Y,0
1987,5/1/2018,N331CK,20372,Y,0
1987,6/4/2012,N360WA,20108,Y,0
1987,6/15/2012,N804WA,20310,Y,155
1988,3/31/2018,N604KW,21492,Y,236
1988,9/21/2017,N881YV,21754,Y,7
1988,5/2/2018,N41ZA,21974,Y,11
1988,9/8/2015,N517ML,21974,Y,12
1988,8/21/2004,N1105G,20408,Y,0
1988,3/11/2005,N1110J,20408,Y,0
1988,6/1/1988,N406UP,19917,Y,0
1988,6/1/1988,N407UP,19917,Y,0
1988,7/1/1988,N408UP,19917,Y,0
1988,7/1/1988,N409UP,19917,Y,0
1988,9/1/1988,N410UP,19917,Y,0
1988,9/1/1988,N411UP,19917,Y,0
1988,9/1/1988,N412UP,19917,Y,0
1988,9/1/1988,N413UP,19917,Y,0
1988,10/1/1988,N414UP,19917,Y,0
1988,10/1/1988,N415UP,19917,Y,0
1988,4/1/2017,N359AZ,19874,Y,0
1988,7/19/1988,N360AA,19805,N,225
1988,4/13/2012,N362CM,20453,Y,0
1988,6/15/2012,N317CM,20453,Y,0
1988,2/21/1988,N913DL,19790,Y,149
1988,3/7/1988,N915DL,19790,Y,149
1988,3/31/1988,N916DL,19790,Y,149
1988,5/25/1988,N917DL,19790,Y,149
1988,6/15/1988,N922DL,19790,Y,149
1988,6/20/2002,N722FD*,20107,Y,0
1988,11/19/2004,N805FD*,20107,Y,0
1988,4/12/2005,N811FD*,20107,Y,0
1988,8/25/1988,N820FE,20107,Y,0
1988,10/11/1988,N828FE,20107,Y,0
1988,1/17/1989,N841FE,20107,Y,0
1988,1/20/1988,N957FE,20107,Y,0
1988,2/2/1988,N958FE,20107,Y,0
1988,2/2/1988,N959FE,20107,Y,0
1988,3/15/1988,N960FE,20107,Y,0
1988,3/15/1988,N961FE,20107,Y,0
1988,3/29/1988,N962FE,20107,Y,0
1988,3/29/1988,N963FE,20107,Y,0
1988,4/14/1988,N964FE,20107,Y,0
1988,4/14/1988,N965FE,20107,Y,0
1988,4/27/1988,N966FE,20107,Y,0
1988,4/27/1988,N967FE,20107,Y,0
1988,5/17/1988,N968FE,20107,Y,0
1988,5/17/1988,N969FE,20107,Y,0
1988,5/26/1988,N970FE,20107,Y,0
1988,5/26/1988,N971FE,20107,Y,0
1988,6/16/1988,N972FE,20107,Y,0
1988,6/16/1988,N973FE,20107,Y,0
1988,7/19/1988,N976FE,20107,Y,0
1988,7/19/1988,N977FE,20107,Y,0
1988,8/16/1988,N980FE,20107,Y,0
1988,8/16/1988,N981FE,20107,Y,0
1988,8/25/1988,N983FE,20107,Y,0
1988,9/13/1988,N984FE,20107,Y,0
1988,9/13/1988,N985FE,20107,Y,0
1988,10/11/1988,N989FE,20107,Y,0
1988,10/25/1988,N990FE,20107,Y,0
1988,11/22/1988,N991FE,20107,Y,0
1988,10/25/1988,N992FE,20107,Y,0
1988,10/25/1988,N993FE,20107,Y,0
1988,10/25/1988,N994FE,20107,Y,0
1988,10/25/1988,N995FE,20107,Y,0
1988,10/25/1988,N996FE,20107,Y,0
1988,10/25/1988,N998FE,20107,Y,0
1988,9/29/1988,N315FE*,20107,Y,0
1988,5/28/1988,N313FE*,20107,Y,0
1988,10/28/1988,N316FE*,20107,Y,0
1988,4/29/2008,N912FD*,20107,Y,0
1988,11/1/2008,N913FD*,20107,Y,0
1988,2/27/2007,N915FD*,20107,Y,0
1988,10/29/2007,N916FD*,20107,Y,0
1988,7/18/2008,N933FD*,20107,Y,0
1988,9/12/2008,N934FD*,20107,Y,0
1988,9/22/2011,N962FD,20107,Y,0
1988,12/19/2013,N977FD,20107,Y,0
1988,6/20/2012,N978FD,20107,Y,0
1988,8/19/2014,N316CM,20151,Y,0
1988,9/29/2014,N319CM,20151,Y,0
1989,11/16/2013,N804TJ,21161,Y,68
1989,6/1/2014,N418US,21161,Y,150
1989,9/13/2014,N420US,21161,Y,150
1989,5/22/2015,N529AU,21161,Y,126
1989,6/1/2016,N531AU,21161,Y,144
1989,11/9/2017,N1511A,20007,Y,269
1989,6/6/2013,N752CX,19874,Y,42
1989,10/30/1989,N501AA,19805,Y,140
1989,10/25/2010,N219CY,20453,Y,0
1989,11/1/2013,N364CM,20453,Y,0
1989,12/21/1989,N947DL,19790,Y,149
1989,12/29/1989,N948DL,19790,Y,149
1989,6/21/1995,N719FD*,20107,Y,0
1989,8/8/1995,N724FD*,20107,Y,0
1989,1/25/1996,N749FD*,20107,Y,0
1989,8/26/2004,N807FD*,20107,Y,0
1989,2/5/2003,N900FX,20107,Y,0
1989,3/16/1989,N923FX,20107,Y,0
1989,5/24/1989,N798FE,20107,Y,0
1989,1/26/1989,N843FE,20107,Y,0
1989,2/16/1989,N844FE,20107,Y,0
1989,2/16/1989,N845FE,20107,Y,0
1989,2/23/1989,N846FE,20107,Y,0
1989,3/15/1989,N847FE,20107,Y,0
1989,3/15/1989,N848FE,20107,Y,0
1989,3/30/1989,N849FE,20107,Y,0
1989,4/20/1989,N850FE,20107,Y,0
1989,4/20/1989,N851FE,20107,Y,0
1989,5/17/1989,N853FE,20107,Y,0
1989,6/13/1989,N856FE,20107,Y,0
1989,6/13/1989,N857FE,20107,Y,0
1989,6/29/1989,N858FE,20107,Y,0
1989,7/27/1989,N859FE,20107,Y,0
1989,7/27/1989,N860FE,20107,Y,0
1989,8/10/1989,N861FE,20107,Y,0
1989,8/10/1989,N862FE,20107,Y,0
1989,8/24/1989,N863FE,20107,Y,0
1989,8/24/1989,N864FE,20107,Y,0
1989,9/7/1989,N865FE,20107,Y,0
1989,9/7/1989,N866FE,20107,Y,0
1989,9/21/1989,N867FE,20107,Y,0
1989,10/26/1989,N869FE,20107,Y,0
1989,11/14/1989,N870FE,20107,Y,0
1989,11/21/1989,N871FE,20107,Y,0
1989,12/14/1989,N872FE,20107,Y,0
1989,12/22/1989,N873FE,20107,Y,0
1989,8/15/1989,N885FE,20107,Y,0
1989,9/21/1989,N886FE,20107,Y,0
1989,6/29/1989,N939FE,20107,Y,0
1989,10/26/1989,N986FE,20107,Y,0
1989,12/14/1989,N987FE,20107,Y,0
1989,10/25/1988,N997FE,20107,Y,0
1989,2/24/2009,N914FD*,20107,Y,0
1989,8/20/2008,N917FD*,20107,Y,0
1989,4/30/2008,N918FD*,20107,Y,0
1989,12/14/2007,N920FD*,20107,Y,0
1989,8/6/2008,N922FD*,20107,Y,0
1989,6/16/2010,N928FD*,20107,Y,0
1989,11/12/2010,N939FD*,20107,Y,0
1989,5/26/2010,N944FD*,20107,Y,0
1989,6/4/2010,N946FD*,20107,Y,0
1989,10/5/2011,N958FD,20107,Y,0
1989,7/16/2012,N938FD,20107,Y,0
1989,10/16/2012,N963FD,20107,Y,0
1989,5/22/2008,N740CK,20370,Y,0
1989,6/22/2008,N741CK,20370,Y,0
1989,10/31/2016,N761CK,20370,Y,0
1989,12/17/2016,N732CK,20372,Y,0
1989,3/11/2010,N831US,20447,Y,0
1989,9/14/1989,N502UA,19977,Y,170
1989,11/13/1989,N505UA,19977,Y,170
1989,2/15/2012,N803WA,20310,Y,153
1990,11/1/2006,N801TJ,21161,Y,68
1990,1/12/2007,N802TJ,21161,Y,68
1990,11/2/2014,N440US,21161,Y,150
1990,4/6/2016,N441US,21161,Y,150
1990,1/27/2017,N438US,21161,Y,150
1990,3/31/2018,N706KW,21492,N,280
1990,7/1/1998,N416UP,19917,Y,0
1990,7/1/1998,N417UP,19917,Y,0
1990,7/1/1998,N418UP,19917,Y,0
1990,7/1/1998,N419UP,19917,Y,0
1990,7/1/1998,N420UP,19917,Y,0
1990,10/1/2008,N429MC,20007,Y,0
1990,9/23/2011,N465MC,20007,Y,524
1990,6/1/2011,N640GT,20007,Y,269
1990,12/20/2016,N313AZ,19874,Y,0
1990,12/5/1990,N7541A,19805,Y,140
1990,11/1/2012,N363CM,20453,Y,0
1990,5/24/1990,N658DL,19790,Y,199
1990,6/25/1990,N659DL,19790,Y,199
1990,6/22/1990,N660DL,19790,Y,199
1990,2/26/1997,N152DL,19790,Y,226
1990,6/9/1990,N171DN,19790,Y,211
1990,6/22/1990,N172DN,19790,Y,211
1990,7/20/1990,N174DN,19790,Y,211
1990,7/26/1990,N175DN,19790,Y,211
1990,12/15/1990,N176DN,19790,Y,211
1990,2/9/1990,N949DL,19790,Y,149
1990,2/21/1990,N950DL,19790,Y,149
1990,2/23/1990,N951DL,19790,Y,149
1990,3/9/1990,N952DL,19790,Y,149
1990,3/21/1990,N953DL,19790,Y,149
1990,3/28/1990,N954DL,19790,Y,149
1990,3/31/1990,N955DL,19790,Y,149
1990,4/27/1990,N956DL,19790,Y,149
1990,4/28/1990,N957DL,19790,Y,149
1990,5/3/1990,N958DL,19790,Y,149
1990,5/24/1990,N959DL,19790,Y,149
1990,6/15/1990,N960DL,19790,Y,149
1990,5/31/1990,N961DL,19790,Y,149
1990,6/27/1990,N962DL,19790,Y,149
1990,6/28/1990,N963DL,19790,Y,149
1990,9/14/1990,N964DL,19790,Y,149
1990,8/24/1990,N965DL,19790,Y,149
1990,12/12/1990,N966DL,19790,Y,149
1990,12/14/1990,N967DL,19790,Y,149
1990,1/18/1991,N968DL,19790,Y,149
1990,1/25/1991,N969DL,19790,Y,149
1990,1/26/1991,N970DL,19790,Y,149
1990,9/28/1990,N309US,19790,Y,157
1990,2/26/1991,N312US,19790,Y,157
1990,8/24/1995,N726FD*,20107,Y,0
1990,9/26/1995,N728FD*,20107,Y,0
1990,10/2/1995,N740FD*,20107,Y,0
1990,6/20/2002,N723FD*,20107,Y,0
1990,1/12/1990,N750FD*,20107,Y,0
1990,11/15/2000,N804FD*,20107,Y,0
1990,12/12/2003,N901FX,20107,Y,0
1990,2/19/2003,N903FX,20107,Y,0
1990,12/6/1990,C-FEXE,20107,Y,0
1990,3/8/1990,C-FEXX,20107,Y,0
1990,4/10/1990,N796FE,20107,Y,0
1990,8/14/1990,N831FE,20107,Y,0
1990,1/17/1990,N855FE,20107,Y,0
1990,1/25/1990,N874FE,20107,Y,0
1990,2/13/1990,N875FE,20107,Y,0
1990,2/13/1990,N876FE,20107,Y,0
1990,3/22/1990,N878FE,20107,Y,0
1990,4/10/1990,N879FE,20107,Y,0
1990,4/25/1990,N880FE,20107,Y,0
1990,1/17/1990,N881FE,20107,Y,0
1990,2/21/1990,N882FE,20107,Y,0
1990,3/8/1990,N883FE,20107,Y,0
1990,5/15/1990,N887FE,20107,Y,0
1990,5/15/1990,N888FE,20107,Y,0
1990,5/23/1990,N889FE,20107,Y,0
1990,6/5/1990,N890FE,20107,Y,0
1990,6/26/1990,N891FE,20107,Y,0
1990,6/26/1990,N892FE,20107,Y,0
1990,7/26/1990,N894FE,20107,Y,0
1990,8/14/1990,N896FE,20107,Y,0
1990,8/23/1990,N897FE,20107,Y,0
1990,9/5/1990,N898FE,20107,Y,0
1990,9/10/1990,N999FE,20107,Y,0
1990,11/21/1990,N747FE,20107,Y,0
1990,11/21/1990,N748FE,20107,Y,0
1990,12/6/1990,N749FE,20107,Y,0
1990,12/13/1990,N751FE,20107,Y,0
1990,12/20/1990,N752FE,20107,Y,0
1990,9/27/1990,N877FE,20107,Y,0
1990,10/10/1990,N884FE,20107,Y,0
1990,10/10/1990,N899FE,20107,Y,0
1990,1/16/2008,N919FD*,20107,Y,0
1990,9/7/2010,N940FD*,20107,Y,0
1990,6/30/2010,N947FD*,20107,Y,0
1990,10/21/2010,N957FD*,20107,Y,0
1990,9/1/2011,N964FD,20107,Y,0
1990,11/21/2013,N770FD,20107,Y,0
1990,6/30/2010,N997FD*,20107,Y,0
1990,12/5/2011,N998FD,20107,Y,0
1990,8/22/2012,N985FD,20107,Y,0
1990,1/7/2014,N773FD,20107,Y,0
1990,2/27/2014,N771FD,20107,Y,0
1990,4/30/2014,N772FD,20107,Y,0
1990,8/12/2010,N999FD*,20107,Y,0
1990,1/24/2010,N742CK,20370,Y,0
1990,3/29/2018,N703CK,20370,Y,0
1990,8/8/2016,N760CK,20370,Y,0
1990,9/6/2016,N411SN,21629,Y,0
1990,7/20/2016,N412SN,21629,Y,0
1990,7/15/2016,N373CM,20151,Y,0
1990,5/21/1990,N5025,21402,Y,0
1990,6/13/1990,N510UA,19977,Y,170
1990,7/20/1990,N512UA,19977,Y,170
1990,9/14/1990,N518UA,19977,Y,170
1990,8/12/2010,N802WA,20310,Y,150
1990,4/10/2016,N808WA,20310,Y,155
1990,8/15/2012,N688XA,20207,Y,124
1991,10/20/2014,N458UW,21161,Y,150
1991,3/5/2018,N313XA,21161,Y,150
1991,3/5/2018,N314XA,21161,Y,150
1991,3/5/2018,N430XA,21161,Y,150
1991,3/31/2018,N703KW,21492,Y,272
1991,5/31/2014,N732KA,21518,Y,58
1991,4/1/2007,N258UP,19917,Y,0
1991,5/1/2007,N259UP,19917,Y,0
1991,3/1/2006,N282UP,19917,Y,0
1991,6/1/2006,N283UP,19917,Y,0
1991,2/1/2007,N286UP,19917,Y,0
1991,3/1/2008,N293UP,19917,Y,0
1991,5/1/2006,N294UP,19917,Y,0
1991,4/1/2006,N296UP,19917,Y,0
1991,9/1/1991,N421UP,19917,Y,0
1991,10/1/1991,N422UP,19917,Y,0
1991,10/1/1991,N423UP,19917,Y,0
1991,12/15/2011,N531UA,19874,Y,0
1991,10/31/2016,N311AZ,19874,Y,0
1991,3/3/2017,N331AZ,19874,Y,0
1991,10/10/1991,N654A,19805,N,182
1991,7/13/2012,N220CY,20453,Y,0
1991,3/1/1991,N665DN,19790,Y,199
1991,3/27/1991,N667DN,19790,Y,199
1991,6/26/1991,N668DN,19790,Y,199
1991,6/28/1991,N669DN,19790,Y,199
1991,4/30/1997,N154DL,19790,Y,226
1991,6/12/1997,N155DL,19790,Y,226
1991,7/21/1997,N156DL,19790,Y,226
1991,1/19/1991,N177DN,19790,Y,211
1991,4/5/1991,N178DN,19790,Y,211
1991,4/17/1991,N179DN,19790,Y,211
1991,2/22/1991,N971DL,19790,Y,149
1991,3/3/1991,N972DL,19790,Y,149
1991,3/22/1991,N973DL,19790,Y,149
1991,3/15/1991,N974DL,19790,Y,149
1991,3/24/1991,N975DL,19790,Y,149
1991,4/17/1991,N976DL,19790,Y,149
1991,4/20/1991,N977DL,19790,Y,149
1991,4/24/1991,N978DL,19790,Y,149
1991,5/22/1991,N979DL,19790,Y,149
1991,5/26/1991,N980DL,19790,Y,149
1991,5/30/1991,N981DL,19790,Y,149
1991,6/22/1991,N982DL,19790,Y,149
1991,6/26/1991,N983DL,19790,Y,149
1991,9/26/1991,N984DL,19790,Y,149
1991,9/28/1991,N985DL,19790,Y,149
1991,11/8/1991,N986DL,19790,Y,149
1991,11/1/1991,N987DL,19790,Y,149
1991,11/6/1991,N988DL,19790,Y,149
1991,12/5/1991,N989DL,19790,Y,149
1991,12/6/1991,N990DL,19790,Y,149
1991,12/11/1991,N991DL,19790,Y,149
1991,12/18/1991,N992DL,19790,Y,149
1991,1/15/1992,N993DL,19790,Y,149
1991,1/17/1992,N994DL,19790,Y,149
1991,2/5/1992,N995DL,19790,Y,149
1991,2/8/1992,N996DL,19790,Y,149
1991,6/12/1991,N317US,19790,Y,157
1991,7/3/1991,N319US,19790,Y,157
1991,7/23/1991,N320US,19790,Y,157
1991,1/13/1992,N321US,19790,Y,157
1991,1/15/1992,N322US,19790,Y,157
1991,2/3/1992,N323US,19790,Y,157
1991,2/11/1992,N324US,19790,Y,157
1991,3/2/1992,N325US,19790,Y,157
1991,3/4/1992,N326US,19790,Y,157
1991,9/19/1995,N727FD*,20107,Y,0
1991,11/5/2007,N741FD*,20107,Y,0
1991,11/14/2007,N742FD*,20107,Y,0
1991,9/23/2003,N909FX,20107,Y,0
1991,9/4/2003,N910FX,20107,Y,0
1991,9/23/2003,N913FX,20107,Y,0
1991,10/10/2003,N915FX,20107,Y,0
1991,2/20/2004,N918FX,20107,Y,0
1991,3/25/2004,N919FX,20107,Y,0
1991,8/24/2004,N924FX,20107,Y,0
1991,10/27/2004,N927FX,20107,Y,0
1991,12/16/2004,N928FX,20107,Y,0
1991,9/8/2003,N809FX,20107,Y,0
1991,9/8/2003,N810FX,20107,Y,0
1991,8/9/2005,N814FX,20107,Y,0
1991,9/7/2005,N815FX,20107,Y,0
1991,7/19/2005,N817FX,20107,Y,0
1991,12/15/2006,N820FX,20107,Y,0
1991,12/15/2006,N821FX,20107,Y,0
1991,2/21/1991,N761FE,20107,Y,0
1991,2/28/1991,N762FE,20107,Y,0
1991,3/21/1991,N763FE,20107,Y,0
1991,3/21/1991,N764FE,20107,Y,0
1991,3/29/1991,N765FE,20107,Y,0
1991,4/18/1991,N766FE,20107,Y,0
1991,4/18/1991,N767FE,20107,Y,0
1991,4/30/1991,N768FE,20107,Y,0
1991,5/22/1991,N770FE,20107,Y,0
1991,6/13/1991,N771FE,20107,Y,0
1991,6/13/1991,N772FE,20107,Y,0
1991,6/27/1991,N773FE,20107,Y,0
1991,6/27/1991,N774FE,20107,Y,0
1991,7/25/1991,N775FE,20107,Y,0
1991,8/15/1991,N778FE,20107,Y,0
1991,8/15/1991,N779FE,20107,Y,0
1991,8/23/1991,N780FE,20107,Y,0
1991,8/29/1991,N781FE,20107,Y,0
